date,data,source,score
2022-03-08 17:36:52,"RT @rechargenews: EU quadruples 2030 green #hydrogen targets as part of plan to move away from Russian #gas.

#ukraine #russia #eu #energyt…",ducktrades,-0.876144528388977
2022-03-08 17:36:32,https://t.co/KRqV6baZco,H2Awards,-0.9933977127075195
2022-03-08 17:35:15,"EU quadruples 2030 green #hydrogen targets as part of plan to move away from Russian #gas.

#ukraine #russia #eu #energytransition #greenhydrogen #renewables #renewableenergy #renewablehydrogen

https://t.co/rYSPVmpufV",rechargenews,-0.9791233539581299
2022-03-08 17:35:15,@1776Dairenn Depending on how the Hydrogen is produced. The most common production method requires natural gas and still produces a lot of green house gasses. The ideal solution is a Diamond battery,boltthrower,0.988586962223053
2022-03-08 17:34:49,"World's largest #greenhydrogen hub unveiled in #Texas, which could help fuel space travel. 60GW #HydrogenCity project will be powered by #windpower and #solar, with an on-site salt cavern for #hydrogen storage. #TXEnergy #TXLege  https://t.co/kmCprZLYwG",JeffClarkUSA,-0.8409069180488586
2022-03-08 17:34:28,@MarketRebels Support Green Hydrogen Now..Isn't Lin a German Company?,Gary49148971,-0.9839904308319092
2022-03-08 17:34:09,"@KetanJ0 @nissen_bodil Hi, perhaps you could look into green hydrogen as a mid term solution. Chile, through @fundacionchile, @Corfo and the support of others (Germany's ministry of environment and the like) has been working on this option to tap into the vast amount of solar energy...",_dicontre,0.9535204768180847
2022-03-08 17:29:37,"Green Hydrogen International, Teksas’ta 60 GW güneş ve rüzgâr enerjisiyle güçlendirilecek, yeşil hidrojen merkezi oluşturmayı planlıyor.

https://t.co/fjla98wNSw",temizenerjiorg,-0.945917546749115
2022-03-08 17:24:40,RT @IanWest12: The horrendous attrocities being perpetrated by Russia in Ukraine could be the catalyst that speeds up the global transition…,pararat04,0.9872069954872131
2022-03-08 17:23:40,@highstakesbet The only hope I see is if Australia becomes a global hub for green hydrogen production. Anything else is a gesture.,NickRossTech,-0.9882777333259583
2022-03-08 17:19:03,"❌He is an ignorant or liar
Hydrogen isn’t a source of #energy out of #nuclear fussion ☢️ wich isn’t able yet https://t.co/NjUQLU5uOq #ClimateCrisis 
France  / Macron Announces Plans For First SMR And Green Hydrogen From Nuclear Plants By 2030 https://t.co/6ERfqFkGIO",bobhillbrain,-0.997432291507721
2022-03-08 17:18:20,"Would YOU liquify your dead loved ones to help the planet? Green 'aquamations' that use hydrogen potassium hydroxide to dissolve remains to be approved in Scotland 
via https://t.co/9jLmbZGGWs https://t.co/4yRaumBkjf",mickyevans6,-0.9781166315078735
2022-03-08 17:18:18,James May: Could hydrogen cars be a better green alternative than electric? https://t.co/NX625wJZ1u via @YouTube,mongrel1,-0.996316134929657
2022-03-08 17:16:31,@3wayboy The green hydrogen would not be for heating but industrial applications (feedstock).,janrosenow,-0.9422183632850647
2022-03-08 17:12:03,"According to BloombergNEF (#BNEF), The #UkraineWar has increased natural #GasPrices to the point where #greenhydrogen is now cheaper than highly polluting grey #H2 in #Europe, the #MiddleEast and #Africa (#EMEA) and #China.

#Technology #Markets #Hydrogen
https://t.co/nc0Qx41ZgN https://t.co/Q0Tfr2E6LD",Hellenic_Group,-0.9411136507987976
2022-03-08 17:10:00,US startup Green Hydrogen International has announced plans for a wind- and solar-powered 60GW hydrogen project in Texas. Elon Musk's SpaceX will be one of its customers. #susynews #susyhouse https://t.co/qoTPf9XJGL,SuSyFutures,0.9656269550323486
2022-03-08 17:08:38,"Report du séminaire de présentation et d'échange de la stratégie Namibienne de développement des chaînes de valeur de l'#HydrogèneVert et de l'#Ammoniaque au 18 mai prochain

Pour vous inscrire :
https://t.co/YV84JmVya7

Contact : rsvp@t-tcorp.com https://t.co/MU44Fz3SBl",CIAN_Afrique,-0.9931818842887878
2022-03-08 17:08:06,RT @GenesisNanoTech: https://t.co/9w1SMFoJiL https://t.co/qxkL9iNvEn,GenesisNanoTech,-0.9928182363510132
2022-03-08 17:07:00,"Green Hydrogen International Announces Hydrogen City, Texas - The World's Largest Green Hydrogen Production and Storage Hub https://t.co/Qa2wEFBn31",deregg,0.9951693415641785
2022-03-08 17:06:50,"Even the oil industry would benefit from switching to green hydrogen. https://t.co/jAp0rj1vPS

""Natural gas -- specifically methane -- is central to making the hydrogen that oil refineries rely on for diesel-producing machines called hydrocrackers and hydrotreaters.""",JustinMikulka,-0.8719965815544128
2022-03-08 17:05:21,02/2022 Green Hydrogen Systems – Notice of Annual General Meeting 2022 https://t.co/ggGd7W2Ywe,FullTiltBiz,-0.9551495909690857
2022-03-08 17:05:20,"RT @CentricaSoln_UK: To meet the net zero targets set by the UK government, gas networks need to decarbonise. National Grid, alongside CNG…",keithrusselluk,-0.9887296557426453
2022-03-08 17:04:26,"@skorusARK @CathieDWood Looking forward to seeing how the rest of the year unfolds with St. Georges Eco Mining. I believe it has the potential to be one of the best stocks of 2022. Lithium battery recycling, lithium extraction from clay, nickel mining, green hydrogen production

$SXOOF - OTC  $SX  - Can",stocks4567,0.99928218126297
2022-03-08 17:04:25,"@TSLAQQ @MrManderly @DrSimEvans I know what both are.
What's mythical about green hydrogen?",GregVidua,-0.7394015192985535
2022-03-08 17:00:41,The World's Largest Green Hydrogen Plant Will Be Built In Texas https://t.co/580iycjTWP,watrcoolr,0.7013285756111145
2022-03-08 16:59:56,@janrosenow Won’t a focus on green hydrogen use lots of renewables which could better directly electrify e.g. heating?,3wayboy,-0.9952333569526672
2022-03-08 16:59:48,"@sonoflions @Socaldiced @briantylercohen I agree, we need the technology to advance (long duration batteries, green hydrogen, RNG…etc) However using today’s technology we can make a significant impact on reducing demand.",DPOMan13,0.9920676946640015
2022-03-08 16:59:00,"RT @atomehydrogen: ""The Ukraine war has pushed up natural gas prices to the point where green hydrogen is now cheaper than highly polluting…",wizzii04,-0.9848355650901794
2022-03-08 16:58:53,"RT @DanielTMurray: Longer term proposals around fast tracking planning for renewable projects as a matter of urgency, and accelerating deve…",harkin_ben,0.7110975980758667
2022-03-08 16:57:07,"Longer term proposals around fast tracking planning for renewable projects as a matter of urgency, and accelerating development of green hydrogen.",DanielTMurray,-0.5731955170631409
2022-03-08 16:57:04,Ama Green hydrogen what's up 😂🤷‍♂️ https://t.co/qzTFuEzsXV,Makoto_1960,-0.932898223400116
2022-03-08 16:56:31,https://t.co/9w1SMFoJiL https://t.co/qxkL9iNvEn,GenesisNanoTech,-0.9925264120101929
2022-03-08 16:56:22,"@briantylercohen There will need to be some technology upgrades (eg - long duration batteries, perfected green hydrogen, RNG), but this is eminently doable.",DPOMan13,0.6260970830917358
2022-03-08 16:56:11,"Thought we were years away from this. Never been a better time to be in Namibia and Namibian.
#ProudlyNamibian
#GreenHydrogen 
#AfricaRising 
https://t.co/PPk4prjUv5 https://t.co/VFDt710FvZ",VRittmann,-0.9760167002677917
2022-03-08 16:55:00,#MachineLearning to optimise green #hydrogen #production in #Orkney. https://t.co/OHPygoxIiU,carlesdijous,-0.9887162446975708
2022-03-08 16:54:34,RT @dowdyb: Worley leveraged NVIDIA Omniverse and AspenTech's AI-driven Aspen OptiPlant to develop a 3D physically accurate conceptual layo…,dowdyb,0.9729438424110413
2022-03-08 16:52:52,RT @GenesisNanoTech: Green hydrogen: the world’s largest project announced in Texas https://t.co/iz0dBfxALN,GenesisNanoTech,-0.6557692289352417
2022-03-08 16:52:45,RT @GenesisNanoTech: Green hydrogen: the world's largest project announced in Texas https://t.co/iz0dBffZnd via @GenesisNanoTech,GenesisNanoTech,-0.9267780184745789
2022-03-08 16:52:13,Green hydrogen: the world's largest project announced in Texas https://t.co/iz0dBffZnd via @GenesisNanoTech,GenesisNanoTech,-0.9362685680389404
2022-03-08 16:51:26,Green hydrogen: the world’s largest project announced in Texas https://t.co/iz0dBfxALN,GenesisNanoTech,-0.5263798236846924
2022-03-08 16:51:00,"Green hydrogen: Africa can break Europe’s dependence on Russian oil
https://t.co/lg1SYdcURx",EVisioneer2020,-0.5531245470046997
2022-03-08 16:50:43,@GregVidua @MrManderly @DrSimEvans Google blue and green hydrogen,TSLAQQ,-0.8728936314582825
2022-03-08 16:47:03,"To meet the net zero targets set by the UK government, gas networks need to decarbonise. National Grid, alongside CNG Services Limited, Element Energy and Centrica, have been granted £114,652 for a discovery phase project. → https://t.co/uxJDYmF8ia

#ThisIsPositiveEnergy",CentricaSoln_UK,-0.9736143946647644
2022-03-08 16:46:12,"Having read the document fully now my conclusions are:

🙁 Too weak on energy efficiency
😐 Ambitious on heat pump rollout until 2025 but not beyond
😐 Restating higher ambition for renewables from Ff55 and frontloading but not much beyond this
😀 Clear focus on green hydrogen https://t.co/MWKP4HXm7r",janrosenow,-0.9951834082603455
2022-03-08 16:41:56,RT @pvmagazine: The Hydrogen Stream: Ukraine invasion raises price of gas-powered grey ammonia: With fears over Europe's gas supply tighten…,SergioMatalucci,-0.995882511138916
2022-03-08 16:39:10,https://t.co/wGlgDLgSC3,RobertWarn1,-0.9940323233604431
2022-03-08 16:38:07,RT @Dr_Keefer: @Greenpeace There’s blood in the prowindgas product that @Greenpeace NRG sells in Germany. 90% Russian gas down blended with…,bobsoef,-0.9938706159591675
2022-03-08 16:37:53,RT @socalgas: Our Angeles Link proposal for a green hydrogen pipeline system is a step toward environmental equity for all. CA African Amer…,RobD_SoCalGas,0.9779295325279236
2022-03-08 16:35:52,"Green #hydrogen was always a tool for  climate, energy independence and in turn, with time peace.
It appears clear for many now but why did EU wait?",william_sw,-0.9458500742912292
2022-03-08 16:34:23,@dpcesqtex @stevanzetti @GregAbbott_TX You might as well seek energy from unicorn horns. It's a fantasy. Better ramp up nuclear and put more research into Hydrogen Fuel Cell Vehicles (FCVs). https://t.co/qcQ1sraEyv,NafYochanan,-0.9918758869171143
2022-03-08 16:33:34,"RT @uluk4i: Just a thought: ~120Mt hydrogen
produced annually, ~95% is ‘grey’ hydrogen. To replace it with 'green', we'd need 6000TWh of RE…",hajduspox,-0.9973322153091431
2022-03-08 16:33:03,"High Gas Prices Lead to Conversion of Ammonia Plant to Green Hydrogen

Incitec Pivot (IPL) is Australia’s largest supplier of fertilisers, producing around two million tonnes of ammonia each year for use in Australian agriculture. Its Gibson Island pla https://t.co/klzFcS19L3",joincurby,-0.9883304834365845
2022-03-08 16:32:40,"@xiaowang1984 @Petrine05647629 I would argue that is not the case. Feedstock is also important. Wind and sun vs methane and crude. Exhibit A: 

https://t.co/9w0Nv5XcAE",JustinMikulka,0.8848024606704712
2022-03-08 16:31:12,"@Cryptoleonn @tsungxu @JigarShahDC Green Hydrogen is cheaper then grey today… if we don’t learn the toxicity of Oil supply chains today then when will we do it???? Move on &amp; stop arguing to do what is good for every human &amp; nation to stand independently in a healthy world.

https://t.co/rSo357R2au",kul_kan2017,-0.998855710029602
2022-03-08 16:30:28,@rvalimaki @DanielSchwarz76 @elonmusk Europe can block the dependence of Russian gas thanks to one thing clean and green hydrogen extracted from water with the help of electrolysis that prevents electricity from renewable energy mainly wind and solar or from nuclear energy and it can easily replace Russian gas,GazalaEli,-0.9957286715507507
2022-03-08 16:30:01,"What are the challenges in replacing fossil fuel with green hydrogen? Is green hydrogen the key to a low carbon future? 

Here's all you need to know.

Also read: https://t.co/slGymcV190 https://t.co/D4urjreHHK",bloombergquint,-0.9964943528175354
2022-03-08 16:29:56,@HouseGOP Fast track Green Hydrogen NOW...Its the future. Oil and the GOP are down the path of the Dinosaur 🦕!!,Gary49148971,-0.9559755325317383
2022-03-08 16:28:47,1) Some reflections. The new strategy mentioned green hydrogen explicitly seeming to suggest that blue hydrogen is no longer considered as a viable option. Given the current situation this is the right approach.,janrosenow,0.9929753541946411
2022-03-08 16:28:24,Hydrogen City west of Corpus Christi?  Replete with Salt Dome.  https://t.co/WBbGU4QRpi,RobertJohnEd,-0.9885417222976685
2022-03-08 16:27:52,First Hydrogen Corp Establishes First Hydrogen Energy to Build Green Hydrogen Production and Distribution https://t.co/Uq6KZGtvzO,tixhonjm,0.6064879298210144
2022-03-08 16:24:02,Green hydrogen proof-of-concept underway in South Africa https://t.co/nbIInFNTyI,H2EnergyGroup1,0.9486803412437439
2022-03-08 16:18:43,"Just a thought: ~120Mt hydrogen
produced annually, ~95% is ‘grey’ hydrogen. To replace it with 'green', we'd need 6000TWh of RE. That is 21% of _global_ electricity production. To replace EU gas and coal, we'd need 54 Mt and 32 Mt of green hydrogen respectively - an extra 4000TWh https://t.co/lRokn7zmct",uluk4i,-0.9979206919670105
2022-03-08 16:17:20,"A Lion in Orion.
To bring out details of the Horsehead's pasture, an astrophotographer artistically combined light accumulated for over 20h in hydrogen (orange), oxygen (blue), and sulfur (green). The image was captured from Raachine, Lebanon.

Yes, but can you see the Monkey? https://t.co/dvP8INfRxQ",martinhertzz,0.9536200165748596
2022-03-08 16:16:56,Green Hydrogen https://t.co/BUIRREjBTW,Lionshart3,-0.9808105826377869
2022-03-08 16:16:24,RT @TheNamibian: SUPPORT ... Nudo president Esther Muinjangue earlier today voiced her party’s support for president Hage Geingob’s green h…,Gabes277,0.9764086604118347
2022-03-08 16:15:27,RT @DeidreB84521974: https://t.co/yiLzUUWZlQ @POTUS promote new technology to stimulate the economy and job growth,DeidreB84521974,0.9214577078819275
2022-03-08 16:15:13,https://t.co/yiLzUUWZlQ @POTUS promote new technology to stimulate the economy and job growth,DeidreB84521974,0.9119433164596558
2022-03-08 16:12:03,"#Airbus and Australian #hydrogen company @FortescueFuture have formed an alliance to study the development of aircraft powered by hydrogen from renewable sources, or green hydrogen, by 2035. 

Read more ⬇️ https://t.co/lunpOks3Lp",Airbus_Endeavr,0.8971524834632874
2022-03-08 16:11:08,"Cool! A possible future alternative method to produce green hydrogen AND biochar. Would be interesting to see how the energy balance works out at a larger scale.
#ClimateSolutions 
#hydrogeneconomy

Ultrafast pyrolysis makes hydrogen from banana peels:
 https://t.co/Uq3cGaHvxH",jdmartin4,0.9899994730949402
2022-03-08 16:11:05,"""Fortescue Future Industries says it wants to speed up the development of aircraft fuelled by green hydrogen, as part of a push to decarbonise the aviation industry, forming a new partnership with European aircraft giant Airbus"" https://t.co/5xrTBkavMt

#acceleratezero #cleantech https://t.co/8wTSMIXyMy",impactxtech,-0.5297578573226929
2022-03-08 16:06:51,@POTUS Time to go all in Green Hydrogen!!!,Gary49148971,0.6883735060691833
2022-03-08 16:04:09,@sherrychef @kkirkup We can’t count on Harper’s henchmen (prairie Premiers) to lead the way. A #carbontax without viable alternatives to green energy leaves ordinary people stuck without a clear path forward. 🇨🇦 has huge #Geothermal capacity. Trudeau should focus there vs dirty brown/blue Hydrogen.,PureShakti,-0.9977320432662964
2022-03-08 16:00:53,"@centricaplc &amp; @nationalgriduk to explore injecting #greenhydrogen into National Transmission System; network of UK gas supply pipelines to power stations, industry &amp; gas distribution companies - https://t.co/pLoqZp5iEQ
#hydrogenenergy https://t.co/StvVgsBUZL",sushycdt,-0.9584954977035522
2022-03-08 15:58:33,RT @carolynmoore_ie: @lauren_tuite We need to do for green hydrogen what Dallas did for oil in the 80s. We're on the right track with money…,Clivedurdle,0.997678816318512
2022-03-08 15:58:12,"@joelfeder if you want to get em really twitchy, mention green hydrogen",Cate_Lawrence,-0.9155072569847107
2022-03-08 15:55:05,02/2022 Green Hydrogen Systems - Notice of Annual General Meeting 2022 https://t.co/NHXuXRLMPi,CrweWorld,-0.9772147536277771
2022-03-08 15:54:46,RT @MrManderly: @DrSimEvans @TSLAQQ Hydrogen is the opposite of efficient. Green Hydrogen is a marketing myth to sell gas extraction.,Dalek_fan,-0.9985837936401367
2022-03-08 15:52:55,"@Stockfttp @faisalislam @IanDunt I'm sure I saw reference to Solar, Green Hydrogen, Wind and Renewables there as well.
The impetus is to dump fossil fuels and accelerate achieving climate change goals not just beating Russia- which is the most immediate goal.
Fine by me.",AndertonJohn,0.9893168807029724
2022-03-08 15:51:44,"That did not take long.
https://t.co/bFaOCDLz5E",thisislaramie,-0.9916308522224426
2022-03-08 15:51:24,"@Keithiusss @GillianMcKeith The counter-argument used was that it was too dangerous to have a delivery system of hydrogen to the tanks for everyday use. Clearly this was a lie.

I am fairly certain they already have a solution for infinite green energy for all. The trouble is you can’t make money from it.",JeSuisKyle,-0.999661922454834
2022-03-08 15:49:57,"#Egypt is pole position as a green hydrogen supplier as Europe seeks alternatives to #Russian oil and gas, says James Josling, board member of The Green Hydrogen Organisation (GH2). Report by @whitehouse789.

https://t.co/QcR12SySBJ",TheAfricaReport,-0.8171094059944153
2022-03-08 15:49:32,TES launches green hydrogen hub Green Gas terminal fast tracking - H2 News - Hydrogen News - Green Hydrogen Report https://t.co/cy66ToEzWw,GreenEnergy,-0.9069181084632874
2022-03-08 15:46:38,"CLIMATE CHANGE: E.U UNVEILS PLAN TO END RELIANCE ON RUSSIAN GAS

‘Up to a quarter of the bloc’s electricity consumption could be generated from solar panels on homes, farms, commercial buildings. … could lead to a significant increase in green hydrogen.’

https://t.co/Np7SBggWR8",GlobalUnion3,-0.7552129030227661
2022-03-08 15:46:38,"Ukraine war | Green hydrogen ‘now cheaper than gray in Europe, Middle East and China’: BNEF https://t.co/Oky8gv1cZQ",averann14,-0.9778802394866943
2022-03-08 15:45:00,"#GreenHydrogen is not only a cleaner substitute for natural gas but is also fit for purpose as a store of #energy, and, therefore, useful in balancing intermittent electricity supply from solar and wind, says @ahluss. 
|
https://t.co/nYH528PNFQ",ORFMumbai,0.7641459703445435
2022-03-08 15:43:21,"Would YOU liquify your dead loved ones to help the planet? 

+ Green 'aquamations' that use hydrogen potassium hydroxide to dissolve remains to be approved in Scotland

Read more: https://t.co/oOMJtD9qk2 https://t.co/dMf2zpI5pg",DailyMailUK,-0.9811042547225952
2022-03-08 15:42:48,"@RealDeanCain The best way for us to do this is to start to go green with solar panels, wind turbines and fuel cells that use hydrogen. https://t.co/G006VYgVBG",therealkenecik,-0.9361652731895447
2022-03-08 15:37:32,"RT @Protium18: #Protium are bringing Green Hydrogen to the brewing process!

As the Food &amp; Drink sector produces 35% of the UK's total emis…",SHFCA,0.9928279519081116
2022-03-08 15:36:44,"RT @H2NewsGlobal: ENGIE and Yara have teamed-up to bring green #hydrogen to fertilizer production.

The feasibility study will convert Pilb…",rosstell,0.8213977813720703
2022-03-08 15:35:12,"Pertamina, Pupuk and Mitsubishi agree to develop Indonesia's green hydrogen and ammonia value chain - ChemEngOnline https://t.co/d5XbGzKy1B",davejunia,-0.8778230547904968
2022-03-08 15:35:05,"@ScottSantiago15 @KyleKulinski They developed their infrastructure, have a lot of railroads, now aka collective transportation. Are heavily investing in renewable energy. Just developed their 1st hydrogen fuel cell hybrid locomotive. But the country consuming more oil than any other nation is paying green nrg.",LimitedAgain3,0.8298010230064392
2022-03-08 15:32:01,@DrSimEvans @TSLAQQ Hydrogen is the opposite of efficient. Green Hydrogen is a marketing myth to sell gas extraction.,MrManderly,-0.9986134767532349
2022-03-08 15:30:48,.#FirstHydrogenCorp Establishes #FirstHydrogenEnergy to Build #GreenHydrogen Production and Distribution - is also engaged in discussions with industrial partners for the supply of technology and plant management - https://t.co/usMOHyqLyT #HydrogenNow #GreenH2 #H2 #Hydrogen https://t.co/IZem2OhoJk,fuelcellsworks,-0.8264890909194946
2022-03-08 15:30:40,Green hydrogen corridors transforming the future  | Port of Rotterdam https://t.co/3vu1KzsszP #supplychain #sustainability,LogisticsMatter,-0.7005529403686523
2022-03-08 15:27:32,"RT @JerichoEV: Look at Texas go!!  60GW #GreenHydrogen megaproject to be developed in Texas.👍👏

#Hydrogen #ZeroEmissions #CleanEnergy 

$JE…",FrankLescas,-0.9880177974700928
2022-03-08 15:27:04,"The Hydrogen Stream: Ukraine invasion raises price of gas-powered grey ammonia: With fears over Europe's gas supply tightening, the Australian government is forging ahead in the green hydrogen sector by launching tech… https://t.co/LGZxcNNfmy #solarenergy #solarpv #solar https://t.co/MhqM6vwPqa",pvmagazine,-0.7485871911048889
2022-03-08 15:26:04,$HTOO and green hydrogen in a prime position right now. https://t.co/2dOAb5iLgO,Walk_Stock_Talk,-0.9530150294303894
2022-03-08 15:24:47,"If you think Oil + Natgas Supply dynamics are bad... imagine if Lithium Battery EVs win over policy makers. Fewer suppliers. (Don't @ me about Salton Sea) 
Green Hydrogen (Ammonia) is only clean commodity option that scales politically and across all energy use cases.",garrygolden,-0.9824110865592957
2022-03-08 15:23:58,$FHYD.V First Hydrogen Corp Establishes First Hydrogen Energy to Build Green Hydrogen Production and Distribution https://t.co/P9YgRJg7Vi,StockNewsNow,-0.8782358765602112
2022-03-08 15:23:18,"@Robotbeat Hydrogen isn't a solution in of it's self, but it's still a valuable component in the wider transition away from fossil fuels. A number of countries are incorporating hydrogen. Although only green hydrogen is properly useful. Blue hydrogen is a green washed lie.",Aaron_M_DeVries,0.5162103176116943
2022-03-08 15:18:56,"@CryptoMichNL Greater drive towards innovation such as EV, hydrogen, and solar. The timeline just got sped up. Go long green/solar/batteries/AI",sshah1111,0.6432773470878601
2022-03-08 15:18:18,"#InternationalWomensDay ""Green #hydrogen can make a big contribution for the planet and future generations. I am proud to be working for the creation of this market and very glad to see the huge interest of different stakeholders to make this happen fast"" https://t.co/mpIIgMHoPZ",JoSamps92,0.9996695518493652
2022-03-08 15:12:13,"@WorkTruckWeek from Green Truck Summit speakers: Key challenge to the transition: managing a mixed fleet. You'll still have diesel, but some near-term will be hydrogen fuel cell, some plug-in electric. You won't one day wake up and have an all-electric fleet. #fleetmanagement",SAchelpohlFO,-0.9888092875480652
2022-03-08 15:11:52,"RT @NickJStapley: Great to hear @MathesonMichael talk at the #SROFFSHORE22 conference in Glasgow, especially that there is a huge focus on…",uncleprober,0.9981284737586975
2022-03-08 15:08:04,"RT @DrGrahamCooley: ""Grey #hydrogen produced from unabated fossil gas now has a levelised cost of $6.71/kg in the EMEA region, compared to…",ecoBerater,-0.9975953698158264
2022-03-08 15:05:07,"City of Hamburg wants to become EU green hydrogen hub, import from Australia
https://t.co/CPnUlkFp9n https://t.co/beMt5KsLfH",MiguelR57539583,-0.9859817028045654
2022-03-08 15:02:37,"Fascinating discussion re the energy system across Western Gateway: challenges (eg speeding up green hydrogen infrastructure, not pinning all our solutions on electrification) &amp; opportunities (eg EV fleets as a mass battery, new tech that will emerges as we pursue #netzero) https://t.co/uruYHY87jv",MinchChloe,0.994789719581604
2022-03-08 15:02:19,"Bring Putin down by saying goodbye to Fossil Fuels! Investing ASP in Renewable Energy Grids, utilizing Solar, Wind, Hydropower, Geothermal, Ocean, Green Hydrogen, and Algae, would surely make Putin's oil and gas redundant!   @ClimateEnvoy @BorisJohnson  
https://t.co/aGdNqhmsRd",PrimBoman,-0.9988293051719666
2022-03-08 15:00:51,"Honeywell Announces New Technology For Green Hydrogen Production

https://t.co/dobj4rXdW3",E4Carolinas,0.9825584888458252
2022-03-08 15:00:45,RT @BallardPwr: The two companies will evaluate the feasibility of the facility with expected initial deliveries as early as the fourth qua…,summerlull,0.6993909478187561
2022-03-08 15:00:34,No because we haven’t got the infrastructure to make green hydrogen https://t.co/vwA1HBvgz5,Cordofthree2016,-0.99922776222229
2022-03-08 15:00:20,https://t.co/0GxEWeN7m3,DeepFriedYenta,-0.9933807849884033
2022-03-08 14:59:03,Namibia’s green #hydrogen to be verified on blockchain https://t.co/Z3LHPJ3lrb #blockchain #blockchaintechnology https://t.co/6099X0Sw0L,peterlangela,-0.9802060127258301
2022-03-08 14:56:39,@hirsch_david Pretty sure Eagleton quietly created its own CCA and predominately uses small nuclear and electrolysed green hydrogen. They wanted clean energy but didn’t want to be accused of creating anything in the zip code of affordable. Affordable energy? How embarrassing,ClimateErin,-0.9973902106285095
2022-03-08 14:55:41,"RT @ErikSolheim: Norwegian 🇳🇴 CEOs will discuss role of green hydrogen in the energy transition on Wednesday 9th, shared by Kristian Røkke…",vishwa1412,0.9954143762588501
2022-03-08 14:50:24,Hurdles and opportunities for green hydrogen in Brazil | Brazilian Report https://t.co/Y8R59qHeF8,Brazil_Office,-0.9843193888664246
2022-03-08 14:49:45,"RT @BrazilianReport: Brazil has the potential to become a global leader in green hydrogen production, but the country appears to be standin…",gnribeiro,0.9777187705039978
2022-03-08 14:46:16,Bring Putin down by saying goodbye to Fossil Fuels! Green hydrogen produced through renewable-powered electrolysis is projected to grow rapidly in the coming years.   @BorisJohnson @JohnKerry       https://t.co/EreAgQEOcm,PrimBoman,0.9950309991836548
2022-03-08 14:45:54,Now here’s some blue sky thinking. @Siemens and Protium are set to develop new digital twin technology for the #hydrogen refuelling of aircraft. https://t.co/bLX1obOcJH,FuelHydrogen,0.8829729557037354
2022-03-08 14:44:31,"@lauren_tuite We need to do for green hydrogen what Dallas did for oil in the 80s. We're on the right track with moneytubes, I'm telling you.",carolynmoore_ie,0.9991069436073303
2022-03-08 14:41:17,"@Road_2_Ft_Worth @johnSNOWMTAINER I think the current issues with Hydrogen are around availability (no filling stations), complexity (of 'fuel cell' solutions) and the 'green credentials' of all but the smallest percentage of Hydrogen fuel. At present, the solution that's available right now is BEV",Zxcxz_xyz,-0.9966543912887573
2022-03-08 14:37:36,. @FortescueFuture and @Airbus Join Forces to Help #Decarbonise Aviation With #GreenHydrogen - have joined forces to create a working alliance to help enable the aviation industry to decarbonise through #zeroemissions green #hydrogen - https://t.co/hWMpO0JSuE #HydrogenNow #H2 https://t.co/8lFf1eLV4s,fuelcellsworks,0.9699889421463013
2022-03-08 14:33:07,"Sasol looking at massive Green Hydrogen project in South Africa – creating 6,000 new jobs

https://t.co/sIiljUmBGC",SAFCEI,-0.7308160066604614
2022-03-08 14:30:00,"Private companies, aspiring to be #hydrogen producers, should be free to choose electrolyser technology, import of which should be at minimum rates of import duty &amp; #GreenHydrogen exports should be encouraged, suggests @ahluss. 

https://t.co/S1A9OfbZZ6",ColabaConvo,-0.9940289258956909
2022-03-08 14:28:32,"Reminder as we debate energy geopolitics of oil/natural gas dependency. 
What is new foundation? 
Lithium + Battery mineral supply chains are more constrained. BEVs = disaster. 
Green Hydrogen is the most globally accessible, tradeable energy commodity option.  
#energytwitter",garrygolden,-0.9942495822906494
2022-03-08 14:26:48,https://t.co/kTf1fwY2Ga,GreenAssam,-0.9935890436172485
2022-03-08 14:22:06,Green H2 is the future. It will be cheaper. No price volatility. And that will be great for farmers buying fertilizer.  They are in a world of hurt right now due to the high price of methane based hydrogen. https://t.co/9w0Nv5XcAE,JustinMikulka,-0.9663408994674683
2022-03-08 14:22:06,"The real story here is that green hydrogen will soon beat the theoretical blue H2 (methane based H2 with carbon capture). We know that would be expensive, even if carbon capture worked, which it doesn't.",JustinMikulka,-0.992280125617981
2022-03-08 14:22:05,"Last month this Bloomberg Quint article claimed green hydrogen cost between $3-$7 a kg. 

Today's Bloomberg NEF article stays the price for green H2 is $3.32/kg in the US. 

The cost of green H2 will continue to plummet. https://t.co/0h0j8dPQK3",JustinMikulka,-0.9983407258987427
2022-03-08 14:20:00,"Private companies, aspiring to be #hydrogen producers, should be free to choose electrolyser technology, import of which should be at minimum rates of import duty &amp; #GreenHydrogen exports should be encouraged, suggests @ahluss. https://t.co/wvDLZQK9Kx",orfonline,-0.9942787885665894
2022-03-08 14:17:54,"@GFirstLEP @WesternGateway_ @michaelgove @vaughangething @luhc @CEOGFirst @MarkDHawthorne The opportunity for a green energy super cluster is the theme of this conference. Fusion, tidal power, hydrogen. All with huge promise for the Western Gateway area and the future our energy needs in the UK and worldwide.",ChairGFirstLEP,0.9981505274772644
2022-03-08 14:16:00,"RT @h2_technologies: Look at Texas go!!  60GW #GreenHydrogen megaproject to be developed in Texas.👍👏

#Hydrogen #ZeroEmissions #CleanEnergy…",mar13hydrogen,-0.9777461290359497
2022-03-08 14:11:23,"The demand for a more sustainable and green society has never been higher. 

Join @Chemours Sheryl Telford and Amber Wellman on March 22 when they along with Greenerity discuss how the hydrogen economy is being driven by innovation in material science. https://t.co/65gPuBkF16",sgard4,0.9949990510940552
